PostId,OpenStatus
53592,open
53593,off topic
53596,not a real question
53597,off topic
53600,open
53602,not a real question
53608,not a real question
53609,not a real question
53611,open
53613,not a real question
53618,open
53619,not a real question
53620,not a real question
53621,not a real question
53623,not a real question
53633,not a real question
53635,not a real question
53641,open
53643,open
53645,not a real question
53650,open
53653,open
53655,off topic
53657,not a real question
53662,not a real question
53670,not a real question
53672,not a real question
53677,open
53678,not a real question
53679,open
53683,open
53685,not a real question
53691,open
53692,not a real question
53694,not a real question
53696,open
53698,open
53699,not constructive
53701,not a real question
53702,not a real question
53703,not constructive
53705,open
53708,open
53711,not a real question
53714,not a real question
53719,not a real question
53720,open
53722,open
53727,not a real question
53729,not a real question
53731,not a real question
53732,not a real question
53734,not constructive
53736,open
53738,not a real question
53740,not a real question
53741,off topic
53742,open
53743,open
53745,not constructive
53748,open
53750,not a real question
53751,open
53756,open
53757,open
53760,off topic
53762,not a real question
53764,not constructive
53766,not a real question
53768,not a real question
53771,open
53773,off topic
53775,off topic
53779,off topic
53789,open
53794,not a real question
53797,not a real question
53801,not a real question
53802,off topic
53803,not a real question
53809,not a real question
53813,open
53815,open
53816,off topic
53818,open
53821,open
53822,open
53824,not a real question
53826,open
53827,off topic
53828,open
53837,open
53840,open
53844,not a real question
53845,off topic
53847,not a real question
53848,off topic
53849,not a real question
53853,open
53857,not a real question
53858,not constructive
53859,open
53862,not a real question
53864,not a real question
53867,not a real question
53870,open
53871,not a real question
53873,not a real question
53874,not a real question
53877,not a real question
53883,open
53885,open
53886,open
53889,off topic
53891,not a real question
53899,off topic
53904,not a real question
53909,open
53913,not a real question
53915,not a real question
53917,not a real question
53918,not a real question
53921,open
53922,off topic
53924,not constructive
53928,open
53929,not a real question
53932,not constructive
53934,not constructive
53935,not a real question
53936,not a real question
53938,not a real question
53943,not a real question
53944,not a real question
53946,not a real question
53950,open
53955,not a real question
53960,not a real question
53962,open
53963,not a real question
53964,off topic
53966,open
53968,off topic
53969,not a real question
53971,open
53972,open
53978,not constructive
53979,not a real question
53981,not a real question
53985,off topic
53987,off topic
53988,not a real question
53991,off topic
53994,not a real question
53996,not a real question
53998,not a real question
54003,open
54007,open
54009,open
54012,not a real question
54014,off topic
54015,open
54016,not a real question
54019,not a real question
54021,off topic
54022,not a real question
54023,off topic
54025,open
54026,off topic
54027,not constructive
54034,open
54035,not a real question
54036,open
54037,not constructive
54039,open
54045,open
54046,open
54054,off topic
54061,open
54076,off topic
54078,not a real question
54079,not a real question
54081,off topic
54083,not a real question
54085,not a real question
54088,not a real question
54089,not constructive
54091,not constructive
54093,not a real question
54094,not constructive
54099,not a real question
54101,off topic
54102,off topic
54106,not a real question
54108,open
54113,open
54114,not constructive
54117,not constructive
54122,open
54124,open
54127,open
54129,not a real question
54130,not a real question
54141,not a real question
54142,off topic
54143,not a real question
54147,not a real question
54151,not a real question
54153,not a real question
54154,open
54155,not a real question
54156,open
54160,open
54162,open
54168,not a real question
54170,not a real question
54172,not a real question
54180,not a real question
54190,not a real question
54191,not a real question
54192,not a real question
54193,off topic
54196,open
54197,off topic
54199,open
54208,off topic
54210,off topic
54211,open
54212,not a real question
54213,not a real question
54216,not a real question
54219,not a real question
54223,open
54225,not a real question
54226,not a real question
54228,not a real question
54229,not a real question
54230,not a real question
54239,open
54240,not constructive
54245,open
54253,off topic
54255,not a real question
54256,too localized
54259,not constructive
54260,open
54261,open
54262,open
54263,not a real question
54270,not constructive
54273,not a real question
54275,not a real question
54278,open
54279,not a real question
54281,not constructive
54282,not a real question
54285,not a real question
54286,off topic
54287,not a real question
54290,open
54291,not a real question
54292,open
54294,open
54297,not a real question
54298,open
54299,open
54300,not a real question
54301,not a real question
54305,off topic
54306,off topic
54309,not a real question
54310,open
54311,not a real question
54312,open
54313,open
54316,open
54325,not a real question
54328,not a real question
54329,off topic
54330,open
54331,not a real question
54332,open
54336,not a real question
54338,not a real question
54339,not a real question
54341,not a real question
54343,off topic
54345,not a real question
54346,not constructive
54347,not a real question
54348,not a real question
54349,off topic
54350,not a real question
54351,not a real question
54353,not a real question
54354,open
54355,open
54356,not a real question
54359,not a real question
54360,not a real question
54363,not a real question
54364,open
54365,not a real question
54369,open
54370,not a real question
54372,not a real question
54375,not constructive
54376,not a real question
54378,open
54379,not a real question
54384,not a real question
54387,off topic
54389,not a real question
54390,open
54392,not constructive
54395,not constructive
54398,open
54399,off topic
54400,open
54402,not a real question
54405,not a real question
54407,open
54408,off topic
54413,open
54414,open
54415,open
54416,not a real question
54417,not a real question
54419,not constructive
54420,not a real question
54421,off topic
54427,open
54433,not a real question
54436,open
54437,not a real question
54441,open
54442,not a real question
54452,open
54453,open
54455,not a real question
54462,not a real question
54468,not a real question
54470,not a real question
54472,off topic
54479,open
54482,open
54483,open
54484,not a real question
54485,not a real question
54486,not a real question
54487,not a real question
54490,not constructive
54492,not a real question
54495,not a real question
54502,not a real question
54507,open
54513,open
54514,open
54516,not a real question
54517,open
54523,not a real question
54526,not a real question
54531,open
54532,open
54533,not a real question
54534,not a real question
54544,open
54547,not a real question
54548,open
54549,open
54550,not a real question
54551,open
54556,off topic
54559,not a real question
54561,off topic
54562,off topic
54567,open
54568,off topic
54572,off topic
54575,open
54576,not a real question
54577,open
54580,not a real question
54582,off topic
54583,open
54584,open
54585,off topic
54594,not a real question
54597,not a real question
54599,open
54603,not a real question
54605,off topic
54608,not a real question
54610,open
54611,not a real question
54612,off topic
54613,not constructive
54620,not a real question
54622,off topic
54625,not a real question
54642,not a real question
54643,off topic
54645,not a real question
54647,open
54651,open
54652,open
54655,not a real question
54658,open
54664,open
54672,not a real question
54673,off topic
54676,open
54683,off topic
54685,open
54689,not a real question
54690,not a real question
54693,not a real question
54694,off topic
54695,not a real question
54698,not a real question
54700,not a real question
54702,not a real question
54703,not a real question
54707,open
54709,not a real question
54712,not a real question
54716,not constructive
54721,not a real question
54723,not a real question
54726,not a real question
54728,open
54730,open
54735,open
54737,not a real question
54742,not a real question
54744,not a real question
54749,open
54752,open
54755,off topic
54756,off topic
54759,not a real question
54761,not a real question
54765,not a real question
54767,open
54777,open
54782,not a real question
54785,not a real question
54788,not a real question
54789,open
54794,open
54799,not a real question
54803,off topic
54810,not a real question
54811,open
54812,open
54816,open
54819,not constructive
54820,open
54821,open
54824,not a real question
54831,not a real question
54836,open
54840,not a real question
54841,off topic
54844,not a real question
54845,not a real question
54846,open
54848,not a real question
54854,off topic
54855,not a real question
54857,off topic
54858,not a real question
54859,not a real question
54860,not a real question
54867,off topic
54868,off topic
54869,not a real question
54870,off topic
54871,not a real question
54872,not a real question
54873,not a real question
54879,open
54881,open
54883,not a real question
54888,not a real question
54889,not a real question
54892,off topic
54893,not a real question
54899,not a real question
54900,open
54902,not a real question
54903,not a real question
54904,off topic
54905,not a real question
54906,open
54908,not a real question
54909,open
54911,not a real question
54913,open
54914,open
54915,not a real question
54922,not a real question
54924,not constructive
54927,not a real question
54932,off topic
54933,open
54934,open
54936,not a real question
54939,not a real question
54943,open
54950,not constructive
54952,not constructive
54961,open
54964,open
54966,off topic
54968,not constructive
54976,not a real question
54977,off topic
54979,open
54985,not a real question
54988,open
54989,off topic
54990,open
54993,open
54996,open
54997,off topic
55000,not a real question
55002,not a real question
55003,not a real question
55005,not a real question
55006,not a real question
55007,open
55010,open
55013,open
55016,not a real question
55017,not a real question
55028,not a real question
55029,not a real question
55030,open
55031,not a real question
55032,not constructive
55034,not a real question
55035,off topic
55038,not a real question
55041,not constructive
55042,open
55048,not a real question
55049,not a real question
55050,open
55054,not a real question
55057,not a real question
55064,not a real question
55065,open
55070,not a real question
55073,open
55075,open
55077,off topic
55081,open
55082,not constructive
55088,open
55095,open
55098,not a real question
55100,not constructive
55103,off topic
55107,not a real question
55108,open
55120,off topic
55121,off topic
55122,not a real question
55123,off topic
55129,not a real question
55130,not constructive
55135,open
55139,not a real question
55140,not a real question
55141,off topic
55145,open
55151,open
55154,not a real question
55159,not a real question
55160,open
55162,not a real question
55165,open
55167,not constructive
55168,off topic
55174,not a real question
55176,open
55179,not a real question
55181,off topic
55182,open
55185,not a real question
55196,not a real question
55201,open
55206,off topic
55208,not a real question
55209,open
55214,off topic
55217,not a real question
55220,not a real question
55221,not a real question
55227,not a real question
55239,not a real question
55240,not a real question
55244,open
55246,open
55248,open
55251,open
55254,not a real question
55259,not constructive
55260,open
55262,not constructive
55264,not a real question
55266,off topic
55267,open
55270,not a real question
55272,not a real question
55275,open
55286,not a real question
55287,not a real question
55289,not a real question
55296,open
55297,not a real question
55298,not a real question
55299,not a real question
55303,open
55308,open
55309,not a real question
55312,off topic
55318,open
55319,open
55325,not a real question
55330,open
55331,off topic
55334,open
55335,not a real question
55336,not a real question
55337,not a real question
55338,not a real question
55343,open
55344,off topic
55347,open
55349,not a real question
55351,open
55352,off topic
55354,not constructive
55357,not a real question
55358,not a real question
55363,not a real question
55364,open
55366,not a real question
55372,open
55373,not a real question
55374,not a real question
55376,off topic
55377,open
55378,not a real question
55384,off topic
55385,not a real question
55386,not a real question
55387,not constructive
55390,not a real question
55391,off topic
55396,open
55399,open
55401,off topic
55402,open
55408,off topic
55411,open
55413,not a real question
55414,open
55415,open
55416,not a real question
55417,open
55419,not a real question
55420,off topic
55422,not a real question
55425,not a real question
55426,not a real question
55429,open
55430,not a real question
55431,not constructive
55433,not a real question
55437,open
55438,open
55441,open
55442,open
55446,not a real question
55450,open
55451,not a real question
55452,open
55455,open
55458,open
55461,open
55462,not a real question
55464,not constructive
55465,off topic
55470,not a real question
55477,not a real question
55478,not constructive
55483,off topic
55485,open
55488,open
55490,off topic
55496,open
55497,open
55502,open
55504,not constructive
55505,not a real question
55506,not a real question
55507,not a real question
55512,not a real question
55514,not a real question
55519,not a real question
55522,not constructive
55523,off topic
55525,off topic
55526,open
55527,off topic
55528,open
55531,open
55533,not a real question
55535,off topic
55540,not a real question
55543,not a real question
55544,open
55548,not a real question
55557,not a real question
55559,not a real question
55565,open
55566,not a real question
55575,not a real question
55576,not a real question
55581,not a real question
55582,off topic
55584,too localized
55587,off topic
55588,not a real question
55591,off topic
55592,not a real question
55599,not constructive
55600,not a real question
55601,not a real question
55606,open
55609,not a real question
55615,not a real question
55622,not a real question
55623,off topic
55628,not constructive
55630,open
55632,not a real question
55634,not a real question
55637,not a real question
55640,off topic
55642,too localized
55643,not a real question
55645,not constructive
55646,not a real question
55649,open
55653,not a real question
55655,open
55656,open
55659,not a real question
55660,not a real question
55663,open
55665,too localized
55667,off topic
55668,not a real question
55671,not a real question
55672,off topic
55675,off topic
55679,not a real question
55683,not a real question
55689,not a real question
55690,not a real question
55691,not a real question
55693,not a real question
55697,not a real question
55701,not a real question
55702,not a real question
55703,open
55705,not a real question
55708,not a real question
55712,not constructive
55713,not a real question
55715,not constructive
55716,not a real question
55723,open
55724,not a real question
55727,off topic
55732,not a real question
55734,not a real question
55736,not a real question
55741,off topic
55742,off topic
55744,not constructive
55746,open
55750,open
55753,not a real question
55754,open
55755,open
55759,off topic
55761,not constructive
55763,not constructive
55764,not a real question
55765,off topic
55768,open
55772,not constructive
55779,off topic
55780,not a real question
55787,not a real question
55788,not a real question
55794,not a real question
55796,open
55797,not a real question
55803,not a real question
55805,not a real question
55808,off topic
55809,off topic
55811,not a real question
55813,open
55815,not constructive
55816,open
55819,not a real question
55821,open
55822,open
55823,open
55832,open
55834,open
55835,off topic
55836,not a real question
55838,not a real question
55840,not a real question
55843,not a real question
55844,not a real question
55845,not a real question
55846,not a real question
55851,not a real question
55854,off topic
55859,open
55861,open
55862,not a real question
55865,not a real question
55866,not a real question
55870,not a real question
55871,not a real question
55872,not constructive
55878,open
55880,open
55884,open
55886,not a real question
55891,not constructive
55896,not a real question
55897,not constructive
55898,not a real question
55901,not a real question
55902,not a real question
55904,not a real question
55909,open
55910,not a real question
55913,off topic
55914,not a real question
55915,open
55917,open
55926,not a real question
55929,open
55935,not a real question
55937,not a real question
55941,open
55945,off topic
55949,not a real question
55953,not a real question
55954,off topic
55957,off topic
55964,not a real question
55967,not constructive
55970,off topic
55979,open
55980,off topic
55981,off topic
55987,not a real question
55988,not a real question
55989,not a real question
55990,not a real question
55991,not a real question
55996,not a real question
55999,not a real question
56000,not a real question
56001,off topic
56004,open
56007,not a real question
56008,open
56011,not a real question
56012,open
56014,not a real question
56018,off topic
56019,not a real question
56023,not a real question
56025,open
56026,open
56028,not a real question
56030,not a real question
56034,off topic
56036,open
56042,not constructive
56043,not a real question
56044,not a real question
56047,not a real question
56059,off topic
56060,not a real question
56061,open
56064,open
56070,open
56071,open
56072,not a real question
56073,open
56074,not a real question
56076,not constructive
56082,not a real question
56083,open
56085,open
56088,open
56090,off topic
56093,not a real question
56094,not constructive
56095,not a real question
56100,off topic
56101,open
56105,off topic
56111,open
56117,not a real question
56125,off topic
56138,off topic
56140,not a real question
56141,open
56147,off topic
56158,open
56159,not a real question
56163,off topic
56164,not a real question
56166,not a real question
56177,open
56180,open
56183,open
56184,not a real question
56187,open
56188,open
56191,not a real question
56194,not a real question
56200,not constructive
56202,not constructive
56203,not a real question
56207,not a real question
56209,not a real question
56211,open
56213,not a real question
56214,not a real question
56215,not a real question
56219,open
56220,not a real question
56222,open
56224,not a real question
56226,not a real question
56229,open
56233,off topic
56237,not a real question
56242,open
56244,open
56247,open
56248,open
56249,not a real question
56252,not a real question
56253,not a real question
56257,not a real question
56261,off topic
56262,not a real question
56265,open
56266,off topic
56267,not a real question
56268,not constructive
56271,not a real question
56272,off topic
56280,open
56282,open
56283,open
56291,not a real question
56292,off topic
56298,not a real question
56303,not a real question
56307,not a real question
56309,not a real question
56313,open
56317,not a real question
56318,open
56319,not a real question
56321,open
56322,not a real question
56323,not a real question
56324,open
56326,not a real question
56327,open
56328,open
56330,open
56331,open
56332,open
56334,not a real question
56335,off topic
56336,not a real question
56339,open
56340,not constructive
56342,not a real question
56343,open
56346,open
56351,off topic
56352,not a real question
56355,not a real question
56356,open
56357,open
56358,not a real question
56360,not a real question
56365,open
56366,not a real question
56370,off topic
56376,not a real question
56377,not a real question
56378,not a real question
56379,not a real question
56380,off topic
56386,not a real question
56391,off topic
56392,open
56396,not a real question
56397,open
56402,not constructive
56414,not a real question
56415,not a real question
56416,not a real question
56419,not a real question
56422,not a real question
56427,open
56428,off topic
56436,not a real question
56438,not a real question
56439,off topic
56440,not a real question
56445,open
56446,not constructive
56447,not a real question
56455,not a real question
56456,not a real question
56460,not a real question
56462,open
56463,not a real question
56465,not constructive
56467,open
56468,open
56470,not a real question
56475,not a real question
56479,off topic
56480,not a real question
56487,open
56488,off topic
56489,not constructive
56490,open
56496,not a real question
56497,open
56501,not a real question
56504,off topic
56505,not a real question
56512,off topic
56514,not a real question
56517,open
56519,off topic
56521,open
56524,not constructive
56526,off topic
56528,not constructive
56530,open
56532,open
56535,off topic
56540,open
56542,not a real question
56544,not a real question
56547,not a real question
56548,open
56549,open
56550,not a real question
56551,not constructive
56552,open
56553,open
56554,not a real question
56557,open
56560,open
56561,open
56562,not a real question
56566,open
56567,not a real question
56568,off topic
56571,not a real question
56576,not a real question
56577,open
56580,not a real question
56584,off topic
56589,open
56593,open
56596,off topic
56597,not a real question
56599,not a real question
56601,not a real question
56606,not a real question
56608,off topic
56613,off topic
56616,off topic
56618,not a real question
56621,not a real question
56622,not a real question
56623,open
56624,not constructive
56631,not a real question
56633,open
56641,open
56645,not a real question
56646,not a real question
56647,not a real question
56648,not a real question
56656,not constructive
56658,not a real question
56664,not a real question
56666,open
56667,open
56670,open
56672,off topic
56674,not a real question
56675,open
56678,not a real question
56679,not a real question
56681,not a real question
56682,off topic
56685,not a real question
56686,not a real question
56687,open
56696,not a real question
56697,not a real question
56699,open
56701,open
56702,off topic
56707,not a real question
56708,not a real question
56712,not a real question
56716,off topic
56718,not a real question
56725,open
56726,not a real question
56728,not a real question
56729,not a real question
56732,not a real question
56733,not a real question
56734,open
56737,open
56741,not a real question
56744,not a real question
56747,open
56749,not a real question
56751,not constructive
56752,not constructive
56755,not a real question
56756,not a real question
56759,not a real question
56768,not a real question
56769,open
56772,off topic
56774,open
56776,not a real question
56777,off topic
56778,not a real question
56782,not a real question
56786,open
56787,open
56788,not a real question
56789,not a real question
56790,open
56795,not a real question
56796,not a real question
56798,off topic
56799,off topic
56802,open
56809,off topic
56815,open
56817,not a real question
56818,open
56819,off topic
56822,off topic
56824,off topic
56828,off topic
56829,not a real question
56832,off topic
56833,off topic
56835,not a real question
56837,not a real question
56840,not a real question
56842,not a real question
56843,open
56846,off topic
56848,not a real question
56851,not a real question
56854,not a real question
56855,open
56861,not a real question
56863,not a real question
56865,not a real question
56867,open
56873,not a real question
56874,not a real question
56877,not a real question
56878,not a real question
56879,not a real question
56882,not constructive
56902,not a real question
56903,not a real question
56904,off topic
56905,not constructive
56908,not a real question
56909,not a real question
56912,not constructive
56915,off topic
56916,open
56917,not a real question
56918,not a real question
56924,not a real question
56926,off topic
56927,not a real question
56928,not a real question
56929,not a real question
56932,not a real question
56935,not a real question
56938,not a real question
56939,not a real question
56940,not a real question
56943,open
56949,not constructive
56950,off topic
56952,off topic
56954,off topic
56955,off topic
56958,not a real question
56959,open
56960,open
56961,open
56962,not a real question
56964,not constructive
56968,not a real question
56969,open
56973,not a real question
56977,off topic
56978,open
56980,not a real question
56981,off topic
56983,open
56984,not a real question
56985,off topic
56987,open
56994,not a real question
56996,not constructive
57002,open
57003,open
57006,not a real question
57009,open
57010,open
57012,not a real question
57013,not a real question
57015,not a real question
57018,not a real question
57021,open
57024,not a real question
57025,not a real question
57027,not a real question
57028,open
57031,not a real question
57032,not a real question
57033,not a real question
57034,not a real question
57036,open
57038,off topic
57040,not a real question
57041,not a real question
57044,not constructive
57047,open
57049,not constructive
57053,not a real question
57054,open
57056,open
57058,off topic
57061,not a real question
57062,not constructive
57063,open
57064,open
57066,not a real question
57069,not a real question
57071,not constructive
57072,not a real question
57073,open
57074,not a real question
57076,open
57077,not a real question
57078,not a real question
57080,open
57083,open
57084,not a real question
57086,open
57090,off topic
57096,off topic
57098,off topic
57099,not a real question
57102,not a real question
57104,open
57105,not a real question
57109,open
57112,not a real question
57113,not a real question
57115,open
57117,not a real question
57119,open
57123,open
57125,not a real question
57130,not a real question
57131,not a real question
57136,not a real question
57137,not a real question
57139,not a real question
57140,not a real question
57142,not a real question
57144,open
57146,open
57155,off topic
57157,not a real question
57161,not a real question
57162,not a real question
57163,open
57164,not a real question
57165,not a real question
57168,not a real question
57169,not a real question
57172,not a real question
57177,not a real question
57182,not a real question
57185,off topic
57187,not a real question
57189,not a real question
57190,not a real question
57191,off topic
57193,not constructive
57195,open
57198,not a real question
57200,open
57201,not a real question
57202,open
57203,off topic
57204,open
57207,off topic
57208,off topic
57209,not a real question
57212,not a real question
57213,not a real question
57214,not a real question
57215,not a real question
57219,open
57224,not a real question
57228,not constructive
57232,off topic
57241,open
57242,off topic
57243,open
57244,open
57245,not a real question
57246,not a real question
57250,open
57252,not constructive
57255,open
57257,not a real question
57258,not a real question
57260,not a real question
57263,not a real question
57266,not a real question
57268,open
57271,not a real question
57274,not constructive
57276,not a real question
57277,not a real question
57279,not constructive
57280,not a real question
57282,not a real question
57283,not constructive
57289,not a real question
57290,open
57293,not constructive
57294,not a real question
57295,open
57300,not a real question
57301,not a real question
57302,not a real question
57307,not a real question
57308,not a real question
57312,off topic
57314,open
57316,open
57319,not constructive
57322,not a real question
57323,not a real question
57325,open
57326,not a real question
57330,not a real question
57334,not a real question
57335,open
57338,not a real question
57339,not a real question
57341,not a real question
57346,not a real question
57355,off topic
57356,off topic
57358,not a real question
57360,not a real question
57365,not constructive
57367,open
57369,not constructive
57374,open
57376,open
57378,not a real question
57381,open
57384,open
57389,not a real question
57390,off topic
57391,not a real question
57395,not constructive
57402,not a real question
57404,not a real question
57405,open
57413,not a real question
57414,open
57415,not a real question
57416,not a real question
57417,open
57419,not a real question
57421,not a real question
57422,not a real question
57425,not a real question
57428,open
57433,open
57434,not constructive
57438,not a real question
57440,not a real question
57441,not a real question
57443,not a real question
57446,not a real question
57451,open
57452,off topic
57453,off topic
57455,open
57458,not a real question
57459,open
57462,not a real question
57464,not a real question
57465,not a real question
57468,not a real question
57472,not a real question
57473,not a real question
57474,not a real question
57475,off topic
57476,not a real question
57480,open
57483,open
57496,off topic
57497,not a real question
57501,open
57503,not a real question
57507,not a real question
57510,open
57514,not constructive
57519,off topic
57523,open
57527,open
57529,not a real question
57531,not a real question
57539,not a real question
57541,open
57543,open
57547,open
57550,not a real question
57552,not a real question
57553,not a real question
57554,open
57555,not constructive
57559,off topic
57564,not a real question
57565,not constructive
57566,open
57568,off topic
57571,not a real question
57572,not a real question
57575,not a real question
57577,not a real question
57578,not a real question
57580,not a real question
57582,open
57586,off topic
57588,not a real question
57590,off topic
57593,not a real question
57595,not constructive
57598,not a real question
57599,not a real question
57600,not a real question
57604,open
57606,not a real question
57607,not a real question
57609,open
57615,off topic
57616,not a real question
57618,not a real question
57619,not a real question
57621,open
57624,off topic
57626,off topic
57630,off topic
57631,off topic
57638,off topic
57640,not a real question
57643,not a real question
57644,not constructive
57646,open
57647,off topic
57651,not a real question
57653,off topic
57654,not a real question
57655,off topic
57656,not a real question
57657,not a real question
57660,off topic
57662,open
57664,not a real question
57665,not a real question
57669,open
57671,not a real question
57673,not constructive
57677,not a real question
57685,open
57686,not a real question
57687,not a real question
57690,off topic
57693,not a real question
57696,open
57697,not a real question
57699,not a real question
57707,not a real question
57709,not a real question
57713,not a real question
57716,not constructive
57725,off topic
57728,open
57733,not a real question
57735,open
57740,not a real question
57742,not a real question
57743,off topic
57748,open
57750,not a real question
57751,not a real question
57755,open
57758,off topic
57759,not a real question
57762,not a real question
57763,not a real question
57766,open
57767,off topic
57768,not a real question
57770,not a real question
57771,off topic
57772,not a real question
57773,not a real question
57774,not a real question
57782,open
57783,not constructive
57787,off topic
57788,open
57792,open
57793,not a real question
57797,not a real question
57808,open
57810,off topic
57811,off topic
57815,open
57818,not a real question
57820,not a real question
57821,open
57828,off topic
57829,open
57832,open
57834,not a real question
57836,not a real question
57837,open
57838,not a real question
57846,open
57849,off topic
57854,not a real question
57858,open
57859,off topic
57861,off topic
57863,open
57870,not constructive
57871,not a real question
57874,not constructive
57875,not a real question
57876,off topic
57877,not a real question
57878,open
57879,not a real question
57881,not a real question
57882,not a real question
57883,open
57886,not a real question
57887,off topic
57889,not a real question
57890,not constructive
57895,not a real question
57896,not a real question
57897,not a real question
57899,not a real question
57900,not a real question
57901,not a real question
57902,not a real question
57904,not a real question
57907,open
57910,not a real question
57914,open
57915,off topic
57919,off topic
57920,off topic
57923,not a real question
57924,off topic
57925,open
57926,off topic
57931,not a real question
57934,not a real question
57936,not a real question
57937,not a real question
57941,not a real question
57944,not a real question
57948,open
57950,off topic
57953,not a real question
57954,not a real question
57964,not a real question
57965,not a real question
57968,not a real question
57971,open
57974,not a real question
57976,not constructive
57977,not a real question
57978,off topic
57983,not a real question
57984,not a real question
57985,not a real question
57986,open
57989,not a real question
57992,not constructive
57995,open
57996,not a real question
57998,not a real question
58000,not a real question
58005,not constructive
58007,open
58009,not constructive
58012,not a real question
58013,open
58015,open
58016,not a real question
58018,not a real question
58022,not a real question
58023,not constructive
58025,open
58026,not a real question
58028,not a real question
58030,open
58031,not a real question
58032,not a real question
58033,off topic
58034,not a real question
58036,not constructive
58039,open
58040,open
58042,off topic
58043,open
58046,off topic
58051,open
58060,open
58062,off topic
58063,not a real question
58068,not a real question
58070,open
58073,not a real question
58074,not a real question
58075,off topic
58076,not a real question
58077,not a real question
58082,not a real question
58083,not a real question
58086,not a real question
58087,not a real question
58089,open
58092,open
58100,not a real question
58101,not constructive
58103,not a real question
58107,not a real question
58108,off topic
58111,not a real question
58112,not a real question
58121,off topic
58124,off topic
58125,not a real question
58128,off topic
58129,not a real question
58132,open
58135,off topic
58138,not a real question
58139,not a real question
58140,not a real question
58142,not a real question
58145,not constructive
58147,not a real question
58149,not a real question
58155,not a real question
58157,not a real question
58158,not a real question
58160,not a real question
58161,not constructive
58163,not a real question
58165,not a real question
58167,open
58171,not constructive
58172,open
58175,not constructive
58177,off topic
58178,open
58180,open
58182,not a real question
58186,open
58187,open
58191,not a real question
58194,not a real question
58195,not a real question
58197,open
58201,off topic
58203,not a real question
58206,open
58209,not a real question
58210,not constructive
58211,not a real question
58214,not a real question
58229,not constructive
58231,not constructive
58234,not a real question
58236,open
58241,not constructive
58242,not a real question
58243,open
58246,open
58248,open
58250,not a real question
58252,not a real question
58256,not a real question
58259,not a real question
58264,open
58266,not a real question
58268,open
58271,not a real question
58274,not a real question
58277,open
58278,open
58283,open
58286,not a real question
58289,off topic
58291,not a real question
58296,off topic
58297,open
58299,not a real question
58304,not a real question
58305,not a real question
58306,open
58310,not a real question
58311,off topic
58313,not a real question
58315,not a real question
58319,not a real question
58320,not a real question
58324,not constructive
58328,not constructive
58330,not a real question
58333,not constructive
58335,not a real question
58336,not a real question
58337,not constructive
58338,not a real question
58339,not a real question
58340,not a real question
58341,open
58344,off topic
58350,not a real question
58351,off topic
58352,not constructive
58353,off topic
58358,open
58359,not a real question
58360,not a real question
58361,off topic
58362,open
58366,not a real question
58370,open
58371,not a real question
58373,not a real question
58377,open
58381,not a real question
58382,not a real question
58384,not a real question
58385,open
58389,not constructive
58392,open
58401,not a real question
58402,not a real question
58410,not a real question
58415,not a real question
58417,not a real question
58419,not a real question
58423,not a real question
58424,open
58428,not a real question
58429,not a real question
58430,not a real question
58431,off topic
58432,open
58436,not a real question
58438,open
58441,open
58442,not a real question
58445,not a real question
58447,not a real question
58450,not a real question
58454,not a real question
58457,not a real question
58460,off topic
58462,not a real question
58463,not a real question
58469,open
58470,open
58473,open
58475,not constructive
58477,not a real question
58482,not a real question
58483,not a real question
58486,not a real question
58488,not a real question
58489,not a real question
58490,open
58494,open
58498,not a real question
58504,not a real question
58505,not a real question
58506,off topic
58508,not a real question
58509,off topic
58512,not a real question
58513,off topic
58514,not a real question
58515,open
58520,not constructive
58521,open
58532,open
58537,not a real question
58539,not a real question
58540,not constructive
58542,not a real question
58544,not a real question
58547,off topic
58550,off topic
58552,open
58554,not a real question
58556,not a real question
58559,not a real question
58560,not a real question
58561,not a real question
58565,off topic
58566,not a real question
58567,open
58568,not a real question
58569,open
58575,open
58578,not a real question
58579,open
58584,not constructive
58585,not a real question
58586,not a real question
58591,open
58592,open
58598,not a real question
58602,not a real question
58604,not a real question
58605,not a real question
58607,open
58608,not a real question
58610,open
58612,not a real question
58613,not a real question
58614,off topic
58618,not a real question
58621,not a real question
58632,open
58634,open
58644,not a real question
58645,not constructive
58651,not constructive
58653,not a real question
58658,off topic
58660,open
58665,not a real question
58668,not a real question
58672,not a real question
58673,off topic
58680,not a real question
58683,open
58690,off topic
58698,off topic
58703,not a real question
58704,open
58712,open
58715,open
58717,off topic
58721,not a real question
58722,off topic
58723,open
58725,off topic
58726,not a real question
58731,not constructive
58733,off topic
58735,open
58737,open
58740,off topic
58742,not a real question
58747,off topic
58754,off topic
58758,open
58759,not a real question
58763,not a real question
58764,open
58765,off topic
58767,not a real question
58768,not a real question
58769,not a real question
58771,not a real question
58772,not constructive
58773,not a real question
58774,not constructive
58776,not constructive
58779,open
58780,not a real question
58781,not a real question
58782,not constructive
58783,off topic
58785,not a real question
58791,off topic
58792,off topic
58793,off topic
58794,open
58795,open
58796,not a real question
58797,open
58799,not a real question
58801,not a real question
58804,not constructive
58805,not constructive
58806,not constructive
58807,not a real question
58808,not a real question
58809,open
58810,open
58815,not a real question
58816,not a real question
58817,open
58819,off topic
58820,open
58822,open
58823,open
58824,not constructive
58825,not a real question
58826,not a real question
58827,open
58833,not constructive
58834,not a real question
58845,open
58851,not a real question
58852,open
58857,open
